,Absolute_Path,Label,Width,Height,Channels,Numerical
268,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0268.jpg,cat,300,480,3,0
269,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0269.jpg,cat,270,480,3,0
270,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0270.jpg,cat,270,480,3,0
271,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0271.jpg,cat,320,427,3,0
272,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0272.jpg,cat,320,479,3,0
273,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0273.jpg,cat,270,480,3,0
274,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0274.jpg,cat,300,480,3,0
275,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0275.jpg,cat,320,480,3,0
276,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0276.jpg,cat,300,480,3,0
277,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0277.jpg,cat,320,480,3,0
278,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0278.jpg,cat,300,480,3,0
279,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0279.jpg,cat,270,480,3,0
280,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0280.jpg,cat,319,480,3,0
281,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0281.jpg,cat,300,480,3,0
282,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0282.jpg,cat,320,427,3,0
283,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0283.jpg,cat,320,480,3,0
284,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0284.jpg,cat,300,480,3,0
285,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0285.jpg,cat,300,480,3,0
286,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0286.jpg,cat,300,480,3,0
287,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0287.jpg,cat,320,427,3,0
288,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0288.jpg,cat,320,320,3,0
289,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0289.jpg,cat,320,480,3,0
290,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0290.jpg,cat,320,429,3,0
291,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0291.jpg,cat,320,427,3,0
292,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0292.jpg,cat,320,479,3,0
293,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0293.jpg,cat,314,480,3,0
294,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0294.jpg,cat,320,260,3,0
295,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0295.jpg,cat,320,213,3,0
296,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0296.jpg,cat,300,480,3,0
297,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0297.jpg,cat,319,480,3,0
298,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0298.jpg,cat,320,480,3,0
299,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0299.jpg,cat,300,480,3,0
300,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0300.jpg,cat,320,480,3,0
301,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0301.jpg,cat,320,480,3,0
302,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0302.jpg,cat,320,470,3,0
303,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0303.jpg,cat,300,480,3,0
304,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0304.jpg,cat,300,480,3,0
305,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0305.jpg,cat,320,480,3,0
306,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0306.jpg,cat,318,480,3,0
307,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0307.jpg,cat,316,480,3,0
308,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0308.jpg,cat,317,480,3,0
309,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0309.jpg,cat,310,480,3,0
310,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0310.jpg,cat,300,480,3,0
311,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0311.jpg,cat,320,480,3,0
312,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0312.jpg,cat,320,480,3,0
313,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0313.jpg,cat,300,480,3,0
314,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0314.jpg,cat,270,480,3,0
315,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0315.jpg,cat,320,427,3,0
316,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0316.jpg,cat,320,427,3,0
317,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0317.jpg,cat,320,468,3,0
318,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0318.jpg,cat,320,480,3,0
319,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0319.jpg,cat,306,480,3,0
320,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0320.jpg,cat,320,459,3,0
321,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0321.jpg,cat,320,427,3,0
322,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0322.jpg,cat,300,480,3,0
323,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0323.jpg,cat,320,427,3,0
324,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0324.jpg,cat,320,430,3,0
325,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0325.jpg,cat,320,480,3,0
326,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0326.jpg,cat,320,480,3,0
327,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0327.jpg,cat,320,480,3,0
328,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0328.jpg,cat,270,480,3,0
329,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0329.jpg,cat,320,480,3,0
330,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0330.jpg,cat,300,480,3,0
331,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0331.jpg,cat,300,480,3,0
332,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0332.jpg,cat,300,480,3,0
333,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0333.jpg,cat,300,480,3,0
334,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0334.jpg,cat,306,480,3,0
335,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0335.jpg,cat,309,480,3,0
336,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0336.jpg,cat,300,480,3,0
337,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0337.jpg,cat,320,480,3,0
338,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0338.jpg,cat,320,427,3,0
339,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0339.jpg,cat,320,441,3,0
340,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0340.jpg,cat,300,480,3,0
341,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0341.jpg,cat,300,480,3,0
342,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0342.jpg,cat,300,480,3,0
343,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0343.jpg,cat,300,480,3,0
344,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0344.jpg,cat,320,480,3,0
345,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0345.jpg,cat,320,480,3,0
346,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0346.jpg,cat,270,480,3,0
347,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0347.jpg,cat,320,472,3,0
348,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0348.jpg,cat,300,480,3,0
349,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0349.jpg,cat,320,480,3,0
350,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0350.jpg,cat,270,480,3,0
351,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0351.jpg,cat,320,427,3,0
352,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0352.jpg,cat,320,240,3,0
353,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0353.jpg,cat,300,480,3,0
354,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0354.jpg,cat,320,480,3,0
355,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0355.jpg,cat,300,480,3,0
356,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0356.jpg,cat,319,480,3,0
357,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0357.jpg,cat,320,214,3,0
358,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0358.jpg,cat,320,480,3,0
359,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0359.jpg,cat,320,427,3,0
360,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0360.jpg,cat,300,480,3,0
361,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0361.jpg,cat,320,443,3,0
362,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0362.jpg,cat,300,480,3,0
363,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0363.jpg,cat,306,480,3,0
364,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0364.jpg,cat,320,427,3,0
365,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0365.jpg,cat,320,427,3,0
366,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0366.jpg,cat,319,480,3,0
367,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0367.jpg,cat,300,480,3,0
368,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0368.jpg,cat,300,480,3,0
369,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0369.jpg,cat,320,320,3,0
370,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0370.jpg,cat,320,427,3,0
371,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0371.jpg,cat,270,480,3,0
372,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0372.jpg,cat,300,480,3,0
373,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0373.jpg,cat,320,224,3,0
374,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0374.jpg,cat,320,480,3,0
375,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0375.jpg,cat,320,480,3,0
376,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0376.jpg,cat,300,480,3,0
377,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0377.jpg,cat,320,320,3,0
378,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0378.jpg,cat,320,442,3,0
379,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0379.jpg,cat,320,213,3,0
380,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0380.jpg,cat,300,480,3,0
381,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0381.jpg,cat,320,480,3,0
382,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0382.jpg,cat,320,480,3,0
383,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0383.jpg,cat,300,480,3,0
384,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0384.jpg,cat,320,480,3,0
385,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0385.jpg,cat,270,480,3,0
386,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0386.jpg,cat,320,427,3,0
387,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0387.jpg,cat,320,480,3,0
388,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0388.jpg,cat,320,421,3,0
389,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0389.jpg,cat,300,480,3,0
390,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0390.jpg,cat,270,480,3,0
391,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0391.jpg,cat,320,476,3,0
392,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0392.jpg,cat,320,427,3,0
393,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0393.jpg,cat,320,480,3,0
394,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0394.jpg,cat,320,480,3,0
395,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0395.jpg,cat,300,480,3,0
396,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0396.jpg,cat,320,480,3,0
397,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0397.jpg,cat,320,427,3,0
398,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0398.jpg,cat,320,480,3,0
399,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0399.jpg,cat,320,427,3,0
400,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0400.jpg,cat,320,427,3,0
401,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0401.jpg,cat,320,480,3,0
402,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0402.jpg,cat,320,480,3,0
403,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0403.jpg,cat,300,480,3,0
404,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0404.jpg,cat,320,480,3,0
405,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0405.jpg,cat,300,480,3,0
406,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0406.jpg,cat,270,480,3,0
407,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0407.jpg,cat,300,480,3,0
408,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0408.jpg,cat,300,480,3,0
409,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0409.jpg,cat,320,480,3,0
410,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0410.jpg,cat,320,480,3,0
411,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0411.jpg,cat,320,480,3,0
412,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0412.jpg,cat,320,480,3,0
413,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0413.jpg,cat,300,480,3,0
414,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0414.jpg,cat,320,480,3,0
415,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0415.jpg,cat,319,480,3,0
416,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0416.jpg,cat,320,427,3,0
417,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0417.jpg,cat,300,480,3,0
418,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0418.jpg,cat,320,459,3,0
419,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0419.jpg,cat,319,480,3,0
420,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0420.jpg,cat,300,480,3,0
421,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0421.jpg,cat,320,213,3,0
422,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0422.jpg,cat,320,240,3,0
423,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0423.jpg,cat,270,480,3,0
424,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0424.jpg,cat,320,427,3,0
425,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0425.jpg,cat,320,445,3,0
426,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0426.jpg,cat,300,480,3,0
427,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0427.jpg,cat,300,480,3,0
428,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0428.jpg,cat,300,480,3,0
429,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0429.jpg,cat,320,380,3,0
430,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0430.jpg,cat,320,427,3,0
431,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0431.jpg,cat,300,480,3,0
432,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0432.jpg,cat,320,427,3,0
433,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0433.jpg,cat,270,480,3,0
434,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0434.jpg,cat,300,480,3,0
435,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0435.jpg,cat,300,480,3,0
436,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0436.jpg,cat,300,480,3,0
437,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0437.jpg,cat,320,256,3,0
438,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0438.jpg,cat,300,480,3,0
439,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0439.jpg,cat,320,478,3,0
440,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0440.jpg,cat,320,427,3,0
441,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0441.jpg,cat,320,213,3,0
442,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0442.jpg,cat,320,480,3,0
443,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0443.jpg,cat,300,480,3,0
444,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0444.jpg,cat,319,480,3,0
445,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0445.jpg,cat,320,480,3,0
446,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0446.jpg,cat,300,480,3,0
447,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0447.jpg,cat,271,480,3,0
448,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0448.jpg,cat,320,480,3,0
449,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0449.jpg,cat,320,479,3,0
450,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0450.jpg,cat,300,480,3,0
451,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0451.jpg,cat,320,478,3,0
452,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0452.jpg,cat,320,427,3,0
453,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0453.jpg,cat,320,213,3,0
454,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0454.jpg,cat,320,480,3,0
455,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0455.jpg,cat,300,480,3,0
456,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0456.jpg,cat,319,480,3,0
457,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0457.jpg,cat,320,480,3,0
458,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0458.jpg,cat,300,480,3,0
459,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0459.jpg,cat,271,480,3,0
460,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0460.jpg,cat,320,480,3,0
461,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0461.jpg,cat,320,479,3,0
462,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0462.jpg,cat,270,480,3,0
463,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0463.jpg,cat,300,480,3,0
464,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0464.jpg,cat,320,266,3,0
465,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0465.jpg,cat,317,480,3,0
466,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0466.jpg,cat,320,320,3,0
467,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0467.jpg,cat,319,480,3,0
468,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0468.jpg,cat,320,256,3,0
469,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0469.jpg,cat,320,320,3,0
470,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0470.jpg,cat,270,480,3,0
471,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0471.jpg,cat,312,480,3,0
472,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0472.jpg,cat,320,480,3,0
473,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0473.jpg,cat,320,480,3,0
474,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0474.jpg,cat,270,480,3,0
475,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0475.jpg,cat,270,480,3,0
476,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0476.jpg,cat,320,480,3,0
477,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0477.jpg,cat,320,480,3,0
478,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0478.jpg,cat,320,480,3,0
479,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0479.jpg,cat,320,480,3,0
480,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0480.jpg,cat,320,480,3,0
481,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0481.jpg,cat,320,427,3,0
482,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0482.jpg,cat,320,480,3,0
483,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0483.jpg,cat,320,478,3,0
484,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0484.jpg,cat,320,480,3,0
485,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0485.jpg,cat,270,480,3,0
486,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0486.jpg,cat,270,480,3,0
487,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0487.jpg,cat,300,480,3,0
488,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0488.jpg,cat,300,480,3,0
489,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0489.jpg,cat,300,480,3,0
490,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0490.jpg,cat,300,480,3,0
491,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0491.jpg,cat,320,300,3,0
492,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0492.jpg,cat,320,320,3,0
493,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0493.jpg,cat,300,480,3,0
494,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0494.jpg,cat,320,343,3,0
495,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0495.jpg,cat,320,480,3,0
496,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0496.jpg,cat,300,480,3,0
497,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0497.jpg,cat,306,480,3,0
498,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0498.jpg,cat,320,399,3,0
499,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0499.jpg,cat,320,427,3,0
500,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0500.jpg,cat,320,334,3,0
501,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0501.jpg,cat,320,427,3,0
502,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0502.jpg,cat,300,480,3,0
503,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0503.jpg,cat,296,480,3,0
504,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0504.jpg,cat,320,427,3,0
505,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0505.jpg,cat,320,379,3,0
506,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0506.jpg,cat,320,213,3,0
507,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0507.jpg,cat,300,480,3,0
508,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0508.jpg,cat,300,480,3,0
509,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0509.jpg,cat,300,480,3,0
510,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0510.jpg,cat,300,480,3,0
511,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0511.jpg,cat,270,480,3,0
512,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0512.jpg,cat,306,480,3,0
513,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0513.jpg,cat,320,306,3,0
514,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0514.jpg,cat,320,433,3,0
515,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0515.jpg,cat,320,480,3,0
516,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0516.jpg,cat,320,400,3,0
517,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0517.jpg,cat,300,480,3,0
518,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0518.jpg,cat,320,240,3,0
519,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0519.jpg,cat,319,480,3,0
520,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0520.jpg,cat,320,242,3,0
521,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0521.jpg,cat,320,400,3,0
522,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0522.jpg,cat,270,480,3,0
523,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0523.jpg,cat,320,480,3,0
524,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0524.jpg,cat,320,335,3,0
525,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0525.jpg,cat,300,480,3,0
526,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0526.jpg,cat,300,480,3,0
527,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0527.jpg,cat,320,379,3,0
528,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0528.jpg,cat,320,320,3,0
529,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0529.jpg,cat,300,480,3,0
530,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0530.jpg,cat,320,213,3,0
531,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0531.jpg,cat,320,480,3,0
532,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0532.jpg,cat,320,480,3,0
533,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0533.jpg,cat,320,480,3,0
534,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0534.jpg,cat,300,480,3,0
535,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0535.jpg,cat,300,480,3,0
